DO_Zone,total_trips,total_revenue,total_distance_miles,median_duration_minutes,p95_duration_minutes,median_speed_mph,avg_passengers,trips_per_day
Saint George/New Brighton,571,62418.96,12614.12,46.36666666666667,74.35833333333333,28.10597533421146,1.4238178633975482,1.5643835616438355
Saint Michaels Cemetery/Woodside,392,12691.2,1963.6100000000001,18.241666666666667,50.14083333333332,11.414683269555155,1.2551020408163265,1.073972602739726
Schuylerville/Edgewater Park,3429,224802.7,45305.34,31.533333333333335,59.44,24.96822761304651,1.3505395158938467,9.394520547945206
Seaport,83764,2708527.97,384180.08,16.8,42.197499999999856,12.392152056305008,1.4342199512917244,229.4904109589041
Sheepshead Bay,4503,291070.66,63558.77,31.166666666666668,68.24666666666666,27.815753690395887,1.3577614923384411,12.336986301369864
SoHo,265527,6667863.82,695262.78,13.8,34.45,8.497638847093198,1.4350329721647892,727.4712328767123
Soundview/Bruckner,2396,128732.98,25744.86,29.975,59.954166666666666,20.161620641870186,1.3092654424040067,6.564383561643836
Soundview/Castle Hill,4705,251853.27,51485.25,32.016666666666666,65.93,19.514428307019298,1.2386822529224228,12.89041095890411
South Beach/Dongan Hills,540,51990.04,10433.48,43.041666666666664,92.30583333333333,27.258406936125745,1.3388888888888888,1.4794520547945205
South Jamaica,7812,266667.44,49968.84,15.583333333333334,65.20416666666665,20.577264050783448,1.3193804403481824,21.4027397260274
South Ozone Park,26150,907361.35,156186.3,12.883333333333333,55.90916666666665,22.201741635915297,1.4303632887189293,71.64383561643835
South Williamsburg,11727,513541.75,84200.57,30.5,58.00666666666663,12.098147543529794,1.4517779483243796,32.12876712328767
Springfield Gardens North,8126,242597.62,44347.87,12.008333333333333,61.641666666666666,21.492390670271188,1.2927639675116909,22.263013698630136
Springfield Gardens South,11981,357661.83,64168.49,9.65,53.5,25.536719378842943,1.414656539520908,32.824657534246576
Spuyten Duyvil/Kingsbridge,10900,704531.94,132545.88,27.316666666666666,63.98749999999994,25.0836744536633,1.2979816513761468,29.863013698630137
Stapleton,513,49869.46,9947.57,40.46666666666667,72.0333333333333,28.2575529659009,1.345029239766082,1.4054794520547946
Starrett City,2791,115013.96,24015.49,22.4,74.9,22.39754149045927,1.2070942314582587,7.646575342465753
Steinway,34035,1525401.94,250439.39,25.933333333333334,45.45499999999999,14.483857339351323,1.3223446452181578,93.24657534246575
Stuy Town/Peter Cooper Village,116848,2870041.88,319676.82,11.716666666666667,30.6,9.79492840373762,1.353048404765165,320.1315068493151
